Id,Id Provincia,Distrito,Zona sismica,Latitud,Longitud
167,18,HUATA ,3,-9.0161061,-77.8619114
168,18,HUAYLAS ,3,-9.0485895,-77.808722
169,18,MATO ,3,-8.9587585,-77.8921507
170,18,PAMPAROMÁS ,3,-9.0727865,-77.981495
171,18,PUEBLO LIBRE ,3,-9.1512947,-77.8183525
172,18,SANTA CRUZ ,3,-8.9086098,-77.7124566
173,18,SANTO TORIBIO ,3,-8.8645311,-77.9144344
174,18,YURACMARCA ,3,-8.7375001,-77.9039803
175,19,CASCAPARA ,3,-9.2264043,-77.7169207
176,19,MANCOS ,3,-9.1903264,-77.7123186
177,19,MATACOTO ,3,-9.1770611,-77.7468142
178,19,QUILLO ,3,-9.3287354,-78.0426198
179,19,RANRAHIRCA ,3,-9.173244,-77.722884
180,19,SHUPLUY ,3,-9.217939,-77.6950655
181,19,YANAMA ,3,-9.0209145,-77.4710377
182,19,YUNGAY ,3,-9.1513178,-77.6812099
183,20,COCHABAMBA ,3,-9.4948049,-77.8595159
184,20,COLCABAMBA ,3,-9.5947968,-77.8088477
185,20,HUANCHAY ,3,-9.7235947,-77.8184585
186,20,HUARAZ ,3,-9.5298511,-77.5289981
187,20,INDEPENDENCIA ,3,-9.4752071,-77.4955004
188,20,JANGAS ,3,-9.4006,-77.5772088
189,20,LA LIBERTAD ,3,-9.6307038,-77.7095232
190,20,OLLEROS ,3,-9.6669506,-77.4663377
191,20,PAMPAS GRANDE ,3,-9.655389,-77.8265643
192,20,PARIACOTO ,3,-9.5592582,-77.89055
193,20,PIRA ,3,-9.5809526,-77.7073122
194,20,TARICA ,3,-9.3954728,-77.491587
195,21,ABELARDO  PARDO ,3,-10.3131928,-77.1567352
196,21,LEZAMETA ,3,-10.3131928,-77.1567352
197,21,ANTONIO RAYMONDI ,3,-9.1244349,-77.0559473
198,21,AQUIA ,3,-10.0745004,-77.1447485
199,21,CAJACAY ,3,-10.1554525,-77.4396526
200,21,CANIS ,3,-10.3393199,-77.1693637
201,21,CHIQUIÁN ,3,-10.152032,-77.1568233
202,21,COLQUIOC ,3,-10.2985154,-77.5835216
203,21,HUALLANCA ,3,-9.8993086,-76.94166
204,21,HUASTA ,3,-10.1236042,-77.1464065
205,21,HUAYLLACAYÁN ,3,-10.2479991,-77.4150908
206,21,LA PRIMAVERA ,3,-10.3038965,-77.0985643
207,21,MANGAS ,3,-10.3691135,-77.1034268
208,21,PACLLÓN ,3,-10.2343104,-77.0719317
209,21,SAN  MIGUEL DE CORPANQUI ,3,-10.2932268,-77.2064011
210,21,TICLLOS ,3,-10.2535554,-77.1902391
211,22,CÁTAC ,3,-9.9244392,-77.3384783
212,22,COTAPARACO ,3,-9.9939631,-77.5877341
213,22,HUAYLLAPAMPA ,3,-10.0552701,-77.5363486
214,22,LLACLLIN ,3,-10.1367552,-77.5639828
215,22,MARCA ,3,-10.0886666,-77.4743087
216,22,PAMPAS CHICO ,3,-10.1147755,-77.3979384
217,22,PARARÍN ,3,-10.0503938,-77.654616
218,22,RECUAY ,3,-9.9526616,-77.4098005
219,22,TAPACOCHA ,3,-10.0101988,-77.5691553
220,22,TICAPAMPA ,3,-9.7584487,-77.4438379
221,23,AIJA ,3,-9.785847,-77.6729082
222,23,CORIS ,3,-9.8204769,-77.7190688
223,23,LA MERCED ,3,-9.7354129,-77.6164507
224,23,HUACLLÁN ,3,-9.7847374,-77.6736887
225,23,SUCCHA ,3,-9.8232707,-77.6500961
226,24,ACAS ,3,-10.4575334,-77.3274735
227,24,CAJAMARQUILLA ,3,-10.353757,-77.1989307
228,24,CARHUAPAMPA ,3,-10.4983123,-77.2171778
229,24,CONGAS ,3,-10.3371144,-77.4424433
230,24,LLIPA ,3,-10.3925285,-77.1904847
231,24,OCROS ,3,-10.4844461,-77.4453416
232,24,SAN CRISTÓBAL DE RAJÁ,3,0.0,0.0
233,24,SANTIAGO DE CHILCAS ,3,-10.4384792,-77.3661877
234,24,COCHAS ,4,-10.6569083,-77.4825987
235,24,SAN PEDRO ,4,-10.472651,-77.5774657
236,25,COCHAPETI ,3,-9.9800637,-77.6958297
237,25,HUAYÁN ,3,-9.8750801,-77.7081362
238,25,MALVAS ,3,-9.9294855,-77.6579418
239,25,CULEBRAS ,4,-9.9501663,-78.2220947
240,25,HUARMEY ,4,-10.0643674,-77.9718798
241,26,CÁCERES DEL PERÚ ,3,-8.9636086,-78.0655082
242,26,MACATE ,3,-8.760613,-78.0612105
243,26,MORO ,3,-9.1388841,-78.1830024
244,26,CHIMBOTE ,4,-9.0744966,-78.593609
245,26,COISHCO ,4,-9.0227418,-78.6152844
246,26,NEPEÑA ,4,-9.1726623,-78.3614116
247,26,NUEVO CHIMBOTE ,4,-9.1183822,-78.4587932
248,26,SAMANCO ,4,-9.2618703,-78.4960083
249,26,SANTA ,4,-8.9565931,-78.2678528
250,27,BUENA VISTA ALTA ,4,-9.4322499,-78.2064343
251,27,CASMA ,4,-9.472866,-78.2136837
252,27,COMANDANTE NOÉL ,4,-9.5090573,-78.3430699
253,27,YAUTÁN ,4,-9.5115922,-77.9965053
254,28,CHALLHUAHUACHO ,2,-14.1186814,-72.2465114
255,28,COTABAMBAS ,2,-14.0,-72.2
256,28,COYLLURQUI ,2,-13.8374408,-72.4321251
257,28,HAQUIRA ,2,-14.2141274,-72.1883066
258,28,MARA ,2,-14.0863519,-72.1020964
259,28,TAMBOBAMBA ,2,-13.9461814,-72.1745097
260,29,CHUQUIBAMBILLA ,2,-14.1054248,-72.7079361
261,29,CURASCO ,2,-14.0616721,-72.5674356
262,29,CURPAHUASI ,2,-14.0635189,-72.670309
263,29,GAMARRA ,2,-13.8479987,-72.5577099
264,29,HUAYLLATI ,2,-13.9283772,-72.4844917
265,29,MAMARA ,2,-14.228797,-72.5905334
266,29,MICAELA BASTIDAS ,2,-14.1353281,-72.5915384
267,29,PATAYPAMPA ,2,-14.1774623,-72.6722163
268,29,PROGRESO ,2,-14.1042274,-72.4361084
269,29,SAN ANTONIO ,2,-14.1696426,-72.6232775
270,29,SANTA ROSA ,2,-14.1397865,-72.6570464
271,29,TURPAY ,2,-14.2277191,-72.6224058
272,29,VILCABAMBA ,2,-14.0777198,-72.6249943
273,29,VIRUNDO ,2,-14.2505609,-72.6810786
274,30,ABANCAY ,2,-13.6373482,-72.8788744
275,30,CHACOCHE ,2,-13.9417222,-72.9908641
276,30,CIRCA ,2,-13.8782102,-72.8756452
277,30,CURAHUASI ,2,-13.5422644,-72.695902
278,30,HUANIPACA ,2,-13.4918729,-72.9335231
279,30,LAMBRAMA ,2,-13.8706185,-72.7697418
280,30,PICHIRHUA ,2,-13.8611713,-73.073412
281,30,SAN  PEDRO DE CACHORA ,2,-13.487246,-72.7993767
282,30,TAMBURCO ,2,-13.6219635,-72.8732864
283,31,ANCO-HUALLO ,2,-13.5468039,-73.6667522
284,31,CHINCHEROS ,2,-13.4829428,-73.6536732
285,31,COCHARCAS ,2,-13.6102757,-73.7410053
286,31,HUACCANA ,2,-13.3880591,-73.6900129
287,31,OCOBAMBA ,2,-13.482545,-73.5603855
288,31,ONGOY ,2,-13.4031774,-73.6683759
289,31,RANRACANCHA ,2,-13.5328741,-73.6057901
290,31,URANMARCA ,2,-13.6724291,-73.6695595
291,31,EL PORVENIR ,2,-13.3893543,-73.5498108
292,31,LOS CHANKAS ,2,-13.390207,-73.7825309
293,31,ROCCHACC ,2,-13.4401094,-73.6005621
294,31,AHUAYRO ,2,-13.4958904,-73.8084435
295,32,ANDAHUAYLAS ,2,-13.7776943,-73.4285412
296,32,ANDARAPA ,2,-13.5281931,-73.3657917
297,32,HUANCARAMA ,2,-13.6451805,-73.0855794
298,32,HUANCARAY ,2,-13.757431,-73.5271021
299,32,KAQUIABAMBA ,2,-13.5323292,-73.2886036
300,32,KISHUARA ,2,-13.6913922,-73.1186407
301,32,PACOBAMBA ,2,-13.6162624,-73.0859306
302,32,PACUCHA ,2,-13.6093405,-73.3438934
303,32,SAN ANTONIO DE CACHI ,2,-13.7732415,-73.6034516
304,32,SAN JERÓNIMO ,2,-13.717033,-73.2635275
305,32,SANTA  MARÍA  DE CHICMO ,2,-13.6574026,-73.4946575
306,32,TALAVERA ,2,-13.6537135,-73.4290221
307,32,TURPO ,2,-13.7856784,-73.4740329
308,32,JOSÉ MARÍA ARGUEDAS ,2,-13.8047365,-73.3270027
309,32,CHIARA ,3,-13.8671338,-73.6688012
310,32,HUAYANA ,3,-14.0506668,-73.6092884
311,32,PAMPACHIRI ,3,-14.1870656,-73.5445298
312,32,POMACOCHA ,3,-14.0839961,-73.5909505
313,32,SAN  MIGUEL  DE CHACCRAMPA ,3,-13.9611433,-73.6078246
314,32,TUMAY HUARACA ,3,-13.9690166,-73.4381941
315,33,CHAPIMARCA ,2,-13.9748039,-73.0650772
316,33,COLCABAMBA ,2,-14.0060023,-73.2544206
317,33,LUCRE ,2,-13.9496486,-73.2264093
318,33,SAN JUAN DE CHACÑA ,2,-13.9239285,-73.1818627
319,33,TINTAY ,2,-13.9596179,-73.1851069
320,33,CAPAYA ,3,-14.1174934,-73.3211541
321,33,CARAYBAMBA ,3,-14.3780802,-73.1606841
322,33,CHALHUANCA ,3,-14.2945256,-73.2442285
323,33,COTARUSE ,3,-14.4155851,-73.2051918
324,33,IHUAYLLO ,3,-14.1334308,-73.2679351
325,33,JUSTO  APU ,3,-14.105627,-73.1963511
326,33,SAHUARAURA ,3,-14.105627,-73.1963511
327,33,POCOHUANCA ,3,-14.2185577,-73.0869557
328,33,SAÑAYCA ,3,-14.204812,-73.3471486
329,33,SORAYA ,3,-14.1649354,-73.3149477
330,33,TAPAIRIHUA ,3,-14.1413424,-73.1406114
331,33,TORAYA ,3,-14.0530843,-73.294551
332,33,YANACA ,3,-14.2257993,-73.1601411
333,34,ANTABAMBA ,3,-14.4527204,-72.7187279
334,34,EL ORO ,3,-14.1642812,-73.0431589
335,34,HUAQUIRCA ,3,-14.3398504,-72.8946361
336,34,JUAN  ESPINOZA ,3,-14.565667,-72.9059973
337,34,MEDRANO ,3,-14.565667,-72.9059973
338,34,OROPESA ,3,-14.2625992,-72.5543486
339,34,PACHACONAS ,3,-14.2231632,-73.016206
340,34,SABAINO ,3,-14.3134879,-72.9450826
341,35,ALCA ,3,-15.1345494,-72.7649438
342,35,CHARCANA ,3,-15.2407207,-73.0703339
343,35,COTAHUASI ,3,-15.2126221,-72.889254
344,35,HUAYNACOTAS ,3,-15.1271366,-72.8102532
345,35,PAMPAMARCA ,3,-15.1288746,-72.9046823
346,35,PUYCA ,3,-15.0592325,-72.6918516
347,35,QUECHUALLA ,3,-15.2885041,-73.0883645
348,35,SAYLA ,3,-15.320427,-73.2216803
349,35,TAURIA ,3,-15.3545528,-73.2323916
350,35,TOMEPAMPA ,3,-15.1726802,-72.8301444
351,35,TORO ,3,-15.2644415,-72.9286939
352,36,ACHOMA ,3,-15.6615552,-71.6999231
353,36,CABANACONDE ,3,-15.6220756,-71.9808701
354,36,CALLALLI ,3,-15.5067505,-71.4450569
355,36,CAYLLOMA ,3,-15.7340917,-71.7536211
356,36,CHIVAY ,3,-15.6366885,-71.602217
357,36,COPORAQUE ,3,-15.6270159,-71.6455756
358,36,HUAMBO ,3,-15.7304769,-72.1081153
359,36,HUANCA ,3,-16.0339106,-71.8779638
360,36,ICHUPAMPA ,3,-15.6497847,-71.686536
361,36,LARI ,3,-15.6233676,-71.7685005
362,36,LLUTA ,3,-16.0156408,-72.0141048
363,36,MACA ,3,-15.6410706,-71.7685127
364,36,MADRIGAL ,3,-15.6082729,-71.8077023
365,36,SAN  ANTONIO CHUCA ,3,-15.9929988,-71.067817
366,36,SIBAYO ,3,-15.486447,-71.4569766
367,36,TAPAY ,3,-15.5776363,-71.9392262
368,36,TISCO ,3,-15.3472746,-71.446627
369,36,TUTI ,3,-15.5330178,-71.5495931
370,36,YANQUE ,3,-15.6495091,-71.6588453
371,36,MAJES ,4,-16.3242988,-72.2878298
372,37,ANDAGUA ,3,-15.4988752,-72.355603
373,37,AYO ,3,-15.6824603,-72.2722423
374,37,CHACHAS ,3,-15.5013462,-72.270109
375,37,CHILCAYMARCA ,3,-15.2864227,-72.37553
376,37,CHOCO ,3,-15.5769655,-72.1288562
377,37,MACHAGUAY ,3,-15.6504885,-72.5054401
378,37,ORCOPAMPA ,3,-15.2673473,-72.3435101
379,37,PAMPACOLCA ,3,-15.714582,-72.5736223
380,37,TIPÁN ,3,-15.7227452,-72.5020617
381,37,UÑÓN ,3,-15.7280382,-72.4325304
382,37,VIRACO ,3,-15.6580907,-72.5245833
383,37,APLAO ,4,-16.0764611,-72.4921172
384,37,HUANCARQUI ,4,-16.096318,-72.4724762
385,37,URACA ,4,-16.2012575,-72.4757474
386,38,ALTO SELVA ALEGRE ,3,-16.3376419,-71.4968918
387,38,AREQUIPA ,3,-12.1173689,-77.0295395
388,38,CAYMA ,3,-16.2793942,-71.4603116
389,38,CERRO COLORADO ,3,-16.2979991,-71.573948
390,38,CHARACATO ,3,-16.448679,-71.3592378
391,38,CHIGUATA ,3,-16.4025084,-71.3926902
392,38,JACOBO HUNTER ,3,-16.4591236,-71.5689479
393,38,JOSÉ LUIS BUSTAMANTE Y RIVERO ,3,-16.4331715,-71.5233141
394,38,MARIANO MELGAR ,3,-16.3659477,-71.453062
395,38,MIRAFLORES ,3,-12.1173689,-77.0295395
396,38,MOLLEBAYA ,3,-16.4865136,-71.4663748
397,38,PAUCARPATA ,3,-16.4210931,-71.474928
398,38,POCSI ,3,-16.5178546,-71.3890327
399,38,QUEQUEÑA ,3,-16.5579868,-71.4510949
400,38,SABANDIA ,3,-16.4522286,-71.4598871
401,38,SACHACA ,3,-16.425605,-71.5757898
402,38,SAN JUAN DE TARUCANI ,3,-16.2100811,-71.0942216
403,38,SOCABAYA ,3,-16.4689321,-71.5380727
404,38,TIABAYA ,3,-16.4632387,-71.6048807
405,38,YANAHUARA ,3,-16.3881818,-71.5420539
406,38,YURA ,3,-16.2528829,-71.681378
407,38,LA JOYA ,4,-16.4235536,-71.8178329
408,38,POLOBAYA ,4,-16.5657388,-71.3685341
409,38,SAN JUAN DE SIGUAS ,4,-16.4088314,-72.1669393
410,38,SANTA  ISABEL  DE ,4,-16.3806995,-72.1975564
411,38,SIGUAS ,4,-16.4940778,-72.0944241
412,38,SANTA RITA DE SIGUAS ,4,-16.4940778,-72.0944241
413,38,UCHUMAYO ,4,-16.4251651,-71.6727116
414,38,VITOR ,4,-16.4657583,-71.9353844
415,38,YARABAMBA ,4,-16.5469355,-71.4752051
416,39,CAYARANI ,3,-14.6713683,-72.0218573
417,39,CHICHAS ,3,-15.5476611,-72.9185605
418,39,SALAMANCA ,3,-15.5045195,-72.8341302
419,39,ANDARAY ,4,-15.7973073,-72.860528
420,39,CHUQUIBAMBA ,4,-15.8393749,-72.6515257
421,39,IRAY ,4,-15.8547644,-72.6295612
422,39,RÍO GRANDE ,4,-15.8422394,-73.1779911
423,39,YANAQUIHUA ,4,-15.7757447,-72.8765355
424,40,COCACHACRA ,4,-17.0894045,-71.7592172
425,40,DEAN VALDIVIA ,4,-17.1012765,-71.8318692
426,40,ISLAY ,4,-16.9592838,-71.7426958
427,40,MEJÍA ,4,-17.1024574,-71.9066384
428,40,MOLLENDO ,4,-17.0292533,-72.0155447
429,40,PUNTA DE BOMBÓN ,4,-17.1721359,-71.7905267
430,41,CAMANÁ ,4,-16.416667,-72.833333
431,41,JOSÉ MARÍA QUIMPER ,4,-16.5952311,-72.7343311
432,41,MARIANO  NICOLÁS ,4,-16.4057608,-71.4979407
433,41,VALCÁRCEL ,4,-16.0555745,-73.1172142
434,41,MARISCAL CÁCERES ,4,-16.4757929,-72.8646262
435,41,NICOLÁS DE PIÉROLA ,4,-16.4736023,-72.6243389
436,41,OCOÑA ,4,-16.4314792,-73.1049285
437,41,QUILCA ,4,-16.7168405,-72.4254819
438,41,SAMUEL PASTOR ,4,-16.598135,-72.6674111
439,42,ACARI ,4,-15.4357104,-74.616907
440,42,ATICO ,4,-16.2084572,-73.6232865
441,42,ATIQUIPA ,4,-15.7958563,-74.3636272
442,42,BELLA UNIÓN ,4,-15.450167,-74.6578278
443,42,CAHUACHO ,4,-15.503149,-73.479701
444,42,CARAVELÍ ,4,-15.7605128,-74.0576782
445,42,CHALA ,4,-15.8659492,-74.2468396
446,42,CHAPARRA ,4,-15.7388369,-73.8618503
447,42,HUANUHUANU ,4,-15.5448543,-73.9230393
448,42,JAQUI ,4,-15.4743329,-74.4415042
449,42,LOMAS ,4,-15.5697817,-74.8513179
450,42,QUICACHA ,4,-15.6252546,-73.7984366
451,42,YAUCA ,4,-15.6617792,-74.5275893
452,43,AYAHUANCO ,2,-12.6330163,-74.2911392
453,43,IGUAIN ,2,-12.9768506,-74.2063522
454,43,HUAMANGUILLA ,2,-13.0112488,-74.1734964
455,43,HUANTA ,2,-12.7660525,-74.252901
456,43,LLOCHEGUA ,2,-12.4097623,-73.9060381
457,43,LURICOCHA ,2,-12.8992971,-74.2740319
458,43,SANTILLANA ,2,-12.7660525,-74.252901
459,43,SIVIA ,2,-12.5115862,-73.8588
460,43,CHACA ,2,-12.7843999,-74.2058707
461,43,PUCACOLPA ,2,-12.3108798,-74.3521695
462,43,UCHURACCAY ,2,-12.8269938,-74.1115777
463,43,CANAYRE ,2,-12.3267139,-74.0420311
464,43,PUTIS ,2,-12.6084196,-74.1912406
465,44,ANCO ,2,-13.11681,-73.6904625
466,44,AYNA ,2,-12.7248189,-73.90596
467,44,CHILCAS ,2,-13.1714014,-73.9067773
468,44,CHUNGUI ,2,-13.2220319,-73.621572
469,44,LUIS CARRANZA ,2,-13.2429701,-73.8808127
470,44,SAN MIGUEL ,2,-13.0126048,-73.9810178
471,44,SANTA ROSA ,2,-12.6881982,-73.7354531
472,44,TAMBO ,2,-12.9481515,-74.0201903
473,44,ORONCCOY ,2,-13.3807655,-73.4358917
474,44,ANCHIHUAY ,2,-12.8633126,-73.581673
475,44,SAMUGARI ,2,-12.839777,-73.6944194
476,44,UNION PROGRESO ,2,-12.92785,-73.5595851
477,44,RIO MAGDALENA ,2,-12.8750776,-73.6587437
478,44,NINABAMBA ,2,-13.0895924,-73.916184
479,44,PATIBAMBA ,2,-13.0623293,-73.9418751
480,45,ACOCRO ,2,-13.2191349,-74.0419472
481,45,ACOS VINCHOS ,2,-13.119796,-74.0675347
482,45,AYACUCHO ,2,-13.1523725,-74.224977
483,45,ANDRÉS  AVELINO ,2,-13.1523725,-74.224977
484,45,CÁCERES ,2,-13.3906006,-73.9156567
485,45,DORREGARAY ,2,-13.1542569,-74.199401
486,45,JESÚS NAZARENO ,2,-13.1231549,-74.2020312
487,45,OCROS ,2,-13.390084,-73.9132395
488,45,PACAYCASA ,2,-13.0578181,-74.2158758
489,45,QUINUA ,2,-13.0489862,-74.139323
490,45,SAN JOSÉ DE TICLLAS ,2,-13.1188952,-74.3241155
491,45,SANTIAGO DE PISCHA ,2,-13.0648322,-74.3040636
492,45,TAMBILLO ,2,-13.1945296,-74.1110216
493,45,CARMEN ALTO ,3,-13.2051965,-74.243038
494,45,CHIARA ,3,-13.2732192,-74.205806
495,45,SAN JUAN BAUTISTA ,3,-13.2028359,-74.2135037
496,45,SOCOS ,3,-13.2146111,-74.2891989
497,45,VINCHOS ,3,-13.2419722,-74.3542792
498,46,CONCEPCIÓN ,2,-13.5326521,-73.8751428
499,46,ACCOMARCA ,3,-13.8008867,-73.9040554
500,46,CARHUANCA ,3,-13.7424052,-73.7875323
501,46,HUAMBALPA ,3,-13.7503074,-73.9315832
502,46,INDEPENDENCIA ,3,-13.8846729,-73.8570602
503,46,SAURAMA ,3,-13.695496,-73.7592506
504,46,VILCAS HUAMÁN ,3,-13.6487948,-73.8871288
505,46,VISCHONGO ,3,-13.589164,-73.9950577
506,47,CARAPO ,3,-13.8371541,-74.315265
507,47,SACSAMARCA ,3,-13.9696214,-74.2160959
508,47,SANCOS ,3,-15.0625764,-73.9519436
509,47,SANTIAGO  DE ,3,-13.0648322,-74.3040636
510,47,LUCANAMARCA ,3,-13.8449431,-74.3716764
511,48,CANGALLO ,3,-13.5238419,-74.3508425
512,48,CHUSCHI ,3,-13.5850271,-74.3520026
513,48,LOS MOROCHUCOS ,3,-13.4957129,-74.2175281
514,48,MARÍA  PARADO  DE ,3,-13.1586462,-74.2349904
515,48,BELLIDO ,3,-13.5589775,-74.2959621
516,48,PARAS ,3,-13.5525049,-74.6274189
517,48,TOTOS ,3,-13.5678812,-74.5228823
518,49,COLTA ,3,-15.1630008,-73.2937816
519,49,CORCULLA ,3,-15.2631753,-73.2005622
520,49,LAMPA ,3,-15.1850858,-73.3485703
521,49,MARCABAMBA ,3,-15.1498207,-73.3413923
522,49,OYOLO ,3,-15.1791614,-73.1850649
523,49,PARARCA ,3,-15.2175163,-73.4644466
524,49,PAUSA ,3,-15.2789471,-73.3443491
525,49,SAN  JAVIER  DE ,3,-15.0566202,-73.3224254
526,49,ALPABAMBA ,3,-15.0566202,-73.3224254
527,49,SAN JOSÉ DE USHUA ,3,-15.2247933,-73.2267347
528,49,SARA SARA ,3,-15.3235799,-73.4502987
529,50,BELÉN ,3,-13.80884,-73.7577858
530,50,CHALCOS ,3,-13.8477453,-73.7540891
531,50,CHILCAYOC ,3,-13.8834503,-73.7273297
532,50,HUACAÑA ,3,-14.171883,-73.8862868
533,50,MORCOLLA ,3,-14.1086995,-73.8722162
534,50,PAICO ,3,-14.0383594,-73.6421391
535,50,QUEROBAMBA ,3,-14.0113112,-73.8388183
536,50,SAN PEDRO DE LARCAY ,3,-14.168823,-73.5728159
537,50,SAN  SALVADOR ,3,-13.9684014,-73.7347073
538,50,QUIJE ,3,-13.9684014,-73.7347073
539,50,SANTIAGO PAUCARAY ,3,-14.0441304,-73.6374396
540,50,SORAS ,3,-14.1144908,-73.6040552
541,51,ALCAMENCA ,3,-13.6383605,-74.1931859
542,51,APONGO ,3,-14.0132331,-73.9324818
543,51,ASQUIPATA ,3,-14.0551088,-73.9096218
544,51,CANARIA ,3,-13.9235214,-73.9047763
545,51,CAYARA ,3,-13.7950216,-73.9888655
546,51,COLCA ,3,-13.7125385,-74.0335467
547,51,HUAMANQUIQUIA ,3,-13.7291512,-74.2719606
548,51,HUANCAPI ,3,-13.7524539,-74.0663014
549,51,HUANCARAYLLA ,3,-13.7186797,-74.102109
550,51,HUALLA ,3,-13.8498374,-73.9508662
551,51,SARHUA ,3,-13.6729102,-74.3198661
