Id,Id Provincia,Distrito,Zona sismica
889,84,SAN  ANTONIO  DE ,3
890,84,ANTAPARCO ,3
891,84,SECCLLA ,3
892,84,SANTO TOMÁS DE PATA ,3
893,85,ACOBAMBILLA ,3
894,85,ACORIA ,3
895,85,ASCENSIÓN ,3
896,85,CONAYCA ,3
897,85,CUENCA ,3
898,85,HUACHOCOLPA ,3
899,85,HUANCAVELICA ,3
900,85,HUAYLLAHUARA ,3
901,85,IZCUCHACA ,3
902,85,LARIA ,3
903,85,MANTA ,3
904,85,MARISCAL CÁCERES ,3
905,85,MOYA ,3
906,85,NUEVO OCCORO ,3
907,85,PALCA ,3
908,85,PILCHACA ,3
909,85,VILCA ,3
910,85,YAULI ,3
911,86,ARMA ,3
912,86,AURAHUA ,3
913,86,CASTROVIRREYNA ,3
914,86,CHUPAMARCA ,3
915,86,COCAS ,3
916,86,HUACHOS ,3
917,86,HUAMATAMBO ,3
918,86,MOLLEPAMPA ,3
919,86,SANTA ANA ,3
920,86,TANTARA ,3
921,86,TICRAPO ,3
922,86,CAPILLAS ,4
923,86,SAN JUAN ,4
924,87,SAN  ANTONIO  DE ,3
925,87,CUSICANCHA ,3
926,87,PILPICHACA ,3
927,87,QUERCO ,3
928,87,AYAVI ,4
929,87,CÓRDOVA ,4
930,87,HUAYACUNDO ARMA ,4
931,87,HUAYTARÁ ,4
932,87,LARAMARCA ,4
933,87,OCOYO ,4
934,87,QUITO-ARMA ,4
935,87,SAN  FRANCISCO  DE ,4
936,87,SANGAYAICO ,4
937,87,SAN ISIDRO ,4
938,87,SANTIAGO  DE ,4
939,87,CHOCORVOS ,4
940,87,SANTIAGO  DE ,4
941,87,QUIRAHUARA ,4
942,87,SANTO  DOMINGO  DE ,4
943,87,CAPILLAS ,4
944,87,TAMBO ,4
945,88,HUÁNUCO ,2
946,88,AMARILIS ,2
947,88,CHINCHAO ,2
948,88,CHURUBAMBA ,2
949,88,MARGOS ,2
950,88,PILLCO MARCA ,2
951,88,QUISQUI ,2
952,88,SAN  FRANCISCO  DE ,2
953,88,CAYRÁN ,2
954,88,SAN  PEDRO  DE ,2
955,88,CHAULAN ,2
956,88,SANTA MARÍA DEL VALLE ,2
957,88,YARUMAYO ,2
958,88,YACUS ,2
959,88,SAN PABLO DE PILLAO ,2
960,89,HUACAYBAMBA ,2
961,89,CANCHABAMBA ,2
962,89,COCHABAMBA ,2
963,89,PINRA ,2
964,90,RUPA-RUPA ,2
965,90,JOSÉ CRESPO Y CASTILLO ,2
966,90,MARIANO  DAMASO ,2
967,90,BERAÚN ,2
968,90,DANIEL ALOMIA ROBLES ,2
969,90,LUYANDO ,2
970,90,HERMILIO VALDIZÁN ,2
971,90,CASTILLO GRANDE ,2
972,90,PUCAYACU ,2
973,90,SANTO  DOMINGO  DE ,2
974,90,ANDA ,2
975,90,PUEBLO NUEVO ,2
976,91,HUACRACHUCO ,2
977,91,CHOLÓN ,2
978,91,SAN BUENAVENTURA ,2
979,91,LA MORADA ,2
980,91,SANTA ROSA DE ALTO YANAJANCA ,2
981,92,PUERTO INCA ,2
982,92,CODO DEL POZUZO ,2
983,92,HONORIA ,2
984,92,TOURNAVISTA ,2
985,92,YUYAPICHIS ,2
986,93,CHAVINILLO ,2
987,93,CAHUAC ,2
988,93,CHACABAMBA ,2
989,93,APARICIO POMARES ,2
990,93,JACAS CHICO ,2
991,93,OBAS ,2
992,93,PAMPAMARCA ,2
993,93,CHORAS ,2
994,94,PANAO ,2
995,94,CHAGLLA ,2
996,94,MOLINO ,2
997,94,UMARI ,2
998,95,AMBO ,2
999,95,CAYNA ,2
1000,95,COLPAS ,2
1001,95,CONCHAMARCA ,2
1002,95,HUACAR ,2
1003,95,SAN FRANCISCO ,2
1004,95,SAN RAFAEL ,2
1005,95,TOMAY KICHWA ,2
1006,96,ARANCAY ,2
1007,96,CHAVÍN DE PARIARCA ,2
1008,96,JACAS GRANDE ,2
1009,96,JIRCAN ,2
1010,96,MONZÓN ,2
1011,96,PUNCHAO ,2
1012,96,SINGA ,2
1013,96,TANTAMAYO ,2
1014,96,LLATA ,3
1015,96,MIRAFLORES ,3
1016,96,PUÑOS ,3
1017,97,CHUQUIS ,2
1018,97,MARÍAS ,2
1019,97,QUIVILLA ,2
1020,97,LA UNIÓN ,3
1021,97,PACHAS ,3
1022,97,RIPAN ,3
1023,97,SHUNQUI ,3
1024,97,SILLAPATA ,3
1025,97,YANAS ,3
1026,98,BAÑOS ,3
1027,98,JESÚS ,3
1028,98,JIVIA ,3
1029,98,QUEROPALCA ,3
1030,98,RONDOS ,3
1031,98,SAN  FRANCISCO DE ASIS ,3
1032,98,SAN MIGUEL DE CAURI ,3
1033,99,SAN  PEDRO  DE ,3
1034,99,HUACARPANA ,3
1035,99,ALTO LARAN ,4
1036,99,CHAVÍN ,4
1037,99,CHINCHA ALTA ,4
1038,99,CHINCHA BAJA ,4
1039,99,EL CARMEN ,4
1040,99,GROCIO PRADO ,4
1041,99,PUEBLO NUEVO ,4
1042,99,SAN JUAN DE YÁNAC ,4
1043,99,SUNAMPE ,4
1044,99,TAMBO DE MORA ,4
1045,100,LLIPATA ,4
1046,100,PALPA ,4
1047,100,RÍO GRANDE ,4
1048,100,SANTA CRUZ ,4
1049,100,TIBILLO ,4
1050,101,ICA ,4
1051,101,LA TINGUIÑA ,4
1052,101,LOS AQUIJES ,4
1053,101,OCUCAJE ,4
1054,101,PACHACÚTEC ,4
1055,101,PARCONA ,4
1056,101,PUEBLO NUEVO ,4
1057,101,SALAS ,4
1058,101,SAN  JOSÉ  DE ,4
1059,101,MOLINOS ,4
1060,101,SAN JUAN BAUTISTA ,4
1061,101,SANTIAGO ,4
1062,101,SUBTANJALLA ,4
1063,101,TATE ,4
1064,101,YAUCA DEL ROSARIO ,4
1065,102,CHANGUILLO ,4
1066,102,EL INGENIO ,4
1067,102,MARCONA ,4
1068,102,NASCA ,4
1069,102,VISTA ALEGRE ,4
1070,103,HUANCANO ,4
1071,103,HUMAY ,4
1072,103,INDEPENDENCIA ,4
1073,103,PARACAS ,4
1074,103,PISCO ,4
1075,103,SAN ANDRÉS ,4
1076,103,SAN CLEMENTE ,4
1077,103,TÚPAC AMARU INCA ,4
1078,104,CHANCHAMAYO ,2
1079,104,PERENÉ ,2
1080,104,PICHANAQUI ,2
1081,104,SAN LUIS DE SHUARO ,2
1082,104,SAN RAMÓN ,2
1083,104,VITOC ,2
1084,105,COVIRIALI ,2
1085,105,LLAYLLA ,2
1086,105,MAZAMARI ,2
1087,105,PAMPA HERMOSA ,2
1088,105,PANGOA ,2
1089,105,RÍO NEGRO ,2
1090,105,RÍO TAMBO ,2
1091,105,SATIPO ,2
1092,105,VIZCATÁN DEL ENE ,2
1093,106,ACOBAMBA ,2
1094,106,HUASAHUASI ,2
1095,106,PALCA ,2
1096,106,PALCAMAYO ,2
1097,106,SAN PEDRO DE CAJAS ,2
1098,106,TAPO ,2
1099,106,HUARICOLCA ,3
1100,106,LA UNIÓN ,3
1101,106,TARMA ,3
1102,107,ANDAMARCA ,2
1103,107,COCHAS ,2
1104,107,COMAS ,2
1105,107,MARISCAL CASTILLA ,2
1106,107,ACO ,3
1107,107,CHAMBARÁ ,3
1108,107,CONCEPCIÓN ,3
1109,107,HEROÍNAS TOLEDO ,3
1110,107,MANZANARES ,3
1111,107,MATAHUASI ,3
1112,107,MITO ,3
1113,107,NUEVE DE JULIO ,3
1114,107,ORCOTUNA ,3
1115,107,SAN JOSÉ DE QUERO ,3
1116,107,SANTA ROSA DE OCOPA ,3
1117,108,AHUAC ,3
1118,108,CHONGOS BAJO ,3
1119,108,CHUPACA ,3
1120,108,HUÁCHAC ,3
1121,108,HUAMANCACA CHICO ,3
1122,108,SAN JUAN DE JARPA ,3
1123,108,SAN JUAN DE ISCOS ,3
1124,108,TRES DE DICIEMBRE ,3
1125,108,YANACANCHA ,3
1126,109,PARIAHUANCA ,2
1127,109,SANTO  DOMINGO  DE ACOBAMBA ,2
1128,109,CARHUACALLANGA ,3
1129,109,CHACAPAMPA ,3
1130,109,CHICCHE ,3
1131,109,CHILCA ,3
1132,109,CHONGOS ALTO ,3
1133,109,CHUPURO ,3
1134,109,COLCA ,3
1135,109,CULLHUAS ,3
1136,109,EL TAMBO ,3
1137,109,HUACRAPUQUIO ,3
1138,109,HUALHUAS ,3
1139,109,HUANCÁN ,3
1140,109,HUANCAYO ,3
1141,109,HUASICANCHA ,3
1142,109,HUAYUCACHI ,3
1143,109,INGENIO ,3
1144,109,PILCOMAYO ,3
1145,109,PUCARÁ ,3
1146,109,QUICHUAY ,3
1147,109,QUILCAS ,3
1148,109,SAN AGUSTÍN ,3
1149,109,SAN  JERÓNIMO TUNÁN DE SAÑO ,3
1150,109,SAPALLANGA ,3
1151,109,SICAYA ,3
1152,109,VIQUES ,3
1153,110,APATA ,2
1154,110,MOLINOS ,2
1155,110,MONOBAMBA ,2
1156,110,RICRÁN ,2
1157,110,ACOLLA ,3
1158,110,ATAURA ,3
1159,110,CANCHAYLLO ,3
1160,110,CURICACA ,3
1161,110,EL MANTARO ,3
1162,110,HUAMALÍ ,3
1163,110,HUARIPAMPA ,3
1164,110,HUERTAS ,3
1165,110,JANJAILLO ,3
1166,110,JAUJA ,3
1167,110,JULCÁN ,3
1168,110,LEONOR ORDÓÑEZ ,3
1169,110,LLOCLLAPAMPA ,3
1170,110,MARCO ,3
1171,110,MASMA ,3
1172,110,MASMA CHICCHE ,3
1173,110,MUQUI ,3
1174,110,MUQUIYAUYO ,3
1175,110,PACA ,3
1176,110,PACCHA ,3
1177,110,PANCÁN ,3
1178,110,PARCO ,3
1179,110,POMACANCHA ,3
1180,110,SAN LORENZO ,3
1181,110,SAN PEDRO DE CHUNÁN ,3
1182,110,SAUSA ,3
1183,110,SINCOS ,3
1184,110,TUNAN MARCA ,3
1185,110,YAULI ,3
1186,110,YAUYOS ,3
1187,111,CARHUAMAYO ,2
1188,111,ULCUMAYO ,2
1189,111,JUNÍN ,3
1190,111,ONDORES ,3
1191,112,CHACAPALPA ,3
1192,112,HUAY-HUAY ,3
1193,112,LA OROYA ,3
1194,112,MARCAPOMACOCHA ,3
1195,112,MOROCOCHA ,3
1196,112,PACCHA ,3
1197,112,SANTA  BÁRBARA  DE CARHUACAYÁN ,3
1198,112,SANTA ROSA DE SACCO ,3
1199,112,SUITUCANCHA ,3
1200,112,YAULI ,3
1201,113,BAMBAMARCA ,2
1202,113,BOLÍVAR ,2
1203,113,CONDORMARCA ,2
1204,113,LONGOTEA ,2
1205,113,UCHUMARCA ,2
1206,113,UCUNCHA ,2
1207,114,BULDIBUYO ,2
1208,114,CHILLIA ,2
1209,114,HUANCASPATA ,2
1210,114,HUAYLILLAS ,2
1211,114,HUAYO ,2
1212,114,ONGON ,2
1213,114,PARCOY ,2
1214,114,PATAZ ,2
1215,114,PIAS ,2
1216,114,SANTIAGO DE CHALLAS ,2
1217,114,TAURIJA ,2
1218,114,TAYABAMBA ,2
1219,114,URPAY ,2
1220,115,COCHORCO ,2
1221,115,SARTIMBAMBA ,2
1222,115,CHUGAY ,3
1223,115,CURGOS ,3
1224,115,HUAMACHUCO ,3
1225,115,MARCABAL ,3
1226,115,SANAGORAN ,3
1227,115,SARÍN ,3
1228,116,ANGASMARCA ,3
1229,116,CACHICADAN ,3
1230,116,MOLLEBAMBA ,3
1231,116,MOLLEPATA ,3
1232,116,QUIRUVILCA ,3
1233,116,SANTA CRUZ DE CHUCA ,3
1234,116,SANTIAGO DE CHUCO ,3
1235,116,SITABAMBA ,3
1236,117,CASCAS ,3
1237,117,LUCMA ,3
1238,117,MARMOT ,3
1239,117,SAYAPULLO ,3
1240,118,CALAMARCA ,3
1241,118,CARABAMBA ,3
1242,118,HUASO ,3
1243,118,JULCÁN ,3
1244,119,AGALLPAMPA ,3
1245,119,CHARAT ,3
1246,119,HUARANCHAL ,3
1247,119,LA CUESTA ,3
1248,119,MACHE ,3
1249,119,OTUZCO ,3
1250,119,PARANDAY ,3
1251,119,SALPO ,3
1252,119,SINSICAP ,3
1253,119,USQUIL ,3
1254,120,CHEPÉN ,4
1255,120,PACANGA ,4
1256,120,PUEBLO NUEVO ,4
1257,121,ASCOPE ,4
1258,121,CASA GRANDE ,4
1259,121,CHICAMA ,4
1260,121,CHOCOPE ,4
1261,121,MAGDALENA DE CAO ,4
1262,121,PAIJÁN ,4
1263,121,RÁZURI ,4
1264,121,SANTIAGO DE CAO ,4
1265,122,GUADALUPE ,4
1266,122,JEQUETEPEQUE ,4
1267,122,PACASMAYO ,4
1268,122,SAN JOSÉ ,4
1269,122,SAN PEDRO DE LLOC ,4
1270,123,EL PORVENIR ,4
1271,123,FLORENCIA DE MORA ,4
1272,123,HUANCHACO ,4
1273,123,LA ESPERANZA ,4
1274,123,LAREDO ,4
1275,123,MOCHE ,4
1276,123,POROTO ,4
1277,123,SALAVERRY ,4
1278,123,SIMBAL ,4
1279,123,TRUJILLO ,4
1280,123,VÍCTOR  LARCO ,4
1281,123,HERRERA ,4
1282,123,ALTO TRUJILLO ,4
1283,124,CHAO ,4
1284,124,GUADALUPITO ,4
1285,124,VIRÚ ,4
1286,125,CAÑARIS ,3
1287,125,INCAHUASI ,3
1288,125,FERREÑAFE ,4
1289,125,MANUEL  ANTONIO ,4
1290,125,MESONES MURO ,4
1291,125,PITIPO ,4
1292,125,PUEBLO NUEVO ,4
1293,126,SALAS ,3
1294,126,CHOCHOPE ,4
1295,126,ILLIMO ,4
1296,126,JAYANCA ,4
1297,126,LAMBAYEQUE ,4
1298,126,MOCHUMI ,4
1299,126,MÓRROPE ,4
1300,126,MOTUPE ,4
1301,126,OLMOS ,4
1302,126,PACORA ,4
1303,126,SAN JOSÉ ,4
1304,126,TUCUME ,4
1305,127,CAYALTÍ ,4
1306,127,CHICLAYO ,4
1307,127,CHONGOYAPE ,4
1308,127,ETÉN ,4
1309,127,ETÉN PUERTO ,4
1310,127,JOSÉ LEONARDO ORTIZ ,4
1311,127,LA VICTORIA ,4
1312,127,LAGUNAS ,4
1313,127,MONSEFÚ ,4
1314,127,NUEVA ARICA ,4
1315,127,OYOTUN ,4
1316,127,PATAPO ,4
1317,127,PICSI ,4
1318,127,PIMENTEL ,4
1319,127,POMALCA ,4
1320,127,PUCALA ,4
1321,127,REQUE ,4
1322,127,SANTA ROSA ,4
1323,127,SAÑA ,4
1324,127,TUMÁN ,4
1325,128,CAJATAMBO ,3
1326,128,COPA ,3
1327,128,GORGOR ,3
1328,128,HUANCAPÓN ,3
1329,128,MANAS ,3
1330,129,ANDAJES ,3
1331,129,CAUJUL ,3
1332,129,COCHAMARCA ,3
1333,129,NAVÁN ,3
1334,129,OYÓN ,3
1335,129,PACHANGARA ,3
1336,130,ALIS ,3
1337,130,ALLAUCA ,3
1338,130,AYAVIRI ,3
1339,130,AZÁNGARO ,3
1340,130,CACRA ,3
1341,130,CARANIA ,3
1342,130,CATAHUASI ,3
1343,130,CHOCOS ,3
1344,130,COCHAS ,3
1345,130,COLONIA ,3
1346,130,HONGOS ,3
1347,130,HUAMPARA ,3
1348,130,HUANCAYA ,3
1349,130,HUANGASCAR ,3
1350,130,HUANTAN ,3
1351,130,HUAÑEC ,3
1352,130,LARAOS ,3
1353,130,LINCHA ,3
1354,130,MADEAN ,3
1355,130,MIRAFLORES ,3
1356,130,QUINCHES ,3
1357,130,SAN JOAQUÍN ,3
1358,130,PUTINZA ,3
1359,130,SAN PEDRO DE PILAS ,3
1360,130,TANTA ,3
1361,130,TOMÁS ,3
1362,130,TUPE ,3
1363,130,VIÑAC ,3
1364,130,VITIS ,3
1365,130,YAUYOS ,3
1366,130,OMAS ,4
1367,130,QUINOCAY ,4
1368,130,TAURIPAMPA ,4
1369,131,CALLAHUANCA ,3
1370,131,CARAMPOMA ,3
1371,131,CHICLA ,3
1372,131,HUACHUPAMPA ,3
1373,131,HUANZA ,3
1374,131,HUAROCHIRÍ ,3
1375,131,LAHUAYTAMBO ,3
1376,131,LANGA ,3
1377,131,SAN PEDRO DE LARAOS ,3
1378,131,MATUCANA ,3
1379,131,SAN  ANDRÉS  DE ,3
1380,131,TUPICOCHA ,3
1381,131,SAN BARTOLOMÉ ,3
1382,131,SAN DAMIAN ,3
1383,131,SURCO ,3
1384,131,SAN JUAN DE IRIS ,3
1385,131,SAN  JUAN  DE ,3
1386,131,TANTARANCHE ,3
1387,131,SAN  LORENZO  DE ,3
1388,131,QUINTI ,3
1389,131,SAN MATEO ,3
1390,131,SAN MATEO DE OTAO ,3
1391,131,SAN PEDRO DE CASTA ,3
1392,131,SAN  PEDRO DE HUANCAYRE ,3
1393,131,SANGALLAYA ,3
1394,131,SANTA  CRUZ DE COCACHACRA ,3
1395,131,SANTIAGO ANCHUCAYA DE SANTIAGO DE TUNA ,3
1396,131,ANTIOQUÍA ,4
1397,131,CUENCA ,4
1398,131,MARIATANA ,4
1399,131,RICARDO PALMA ,4
1400,131,SAN ANTONIO ,4
1401,131,SANTA EULALIA ,4
1402,131,SANTO  DOMINGO  DE LOS OLLEROS ,4
1403,132,CANTA ,3
1404,132,HUAROS ,3
1405,132,LACHAQUI ,3
1406,132,SAN BUENAVENTURA ,3
1407,132,ARAHUAY ,4
1408,132,HUAMANTANGA ,4
1409,132,SANTA ROSA DE QUIVES ,4
1410,133,ATAVILLOS ALTO ,3
1411,133,ATAVILLOS BAJO ,3
1412,133,IHUARI ,3
1413,133,LAMPIÁN ,3
1414,133,PACARAOS ,3
1415,133,SAN MIGUEL DE ACOS ,3
1416,133,SANTA  CRUZ  DE ,3
1417,133,ANDAMARCA ,3
1418,133,SUMBILCA ,3
1419,133,VEINTISIETE  DE ,3
1420,133,NOVIEMBRE ,3
1421,133,AUCALLAMA ,4
1422,133,CHANCAY ,4
1423,133,HUARAL ,4
1424,134,CHECRAS ,3
1425,134,LEONCIO PRADO ,3
1426,134,PACCHO ,3
1427,134,SANTA LEONOR ,3
1428,134,AMBAR ,4
1429,134,CALETA DE CARQUÍN ,4
1430,134,HUACHO ,4
1431,134,HUALMAY ,4
1432,134,HUAURA ,4
1433,134,SANTA MARÍA ,4
1434,134,SAYÁN ,4
1435,134,VEGUETA ,4
1436,135,ZUÑIGA ,3
1437,135,ASIA ,4
1438,135,CALANGO ,4
1439,135,CERRO AZUL ,4
1440,135,CHILCA ,4
1441,135,COAYLLO ,4
1442,135,IMPERIAL ,4
1443,135,LUNAHUANA ,4
1444,135,MALA ,4
1445,135,NUEVO IMPERIAL ,4
1446,135,PACARÁN ,4
1447,135,QUILMANA ,4
1448,135,SAN ANTONIO ,4
1449,135,SAN LUIS ,4
1450,135,SAN  VICENTE DE CAÑETE ,4
1451,135,SANTA CRUZ DE FLORES ,4
1452,136,BARRANCA ,4
1453,136,PARAMONGA ,4
1454,136,PATIVILCA ,4
1455,136,SUPE ,4
1456,136,SUPE PUERTO ,4
1457,137,ANCÓN ,4
1458,137,ATE ,4
1459,137,BARRANCO ,4
1460,137,BREÑA ,4
1461,137,CARABAYLLO ,4
1462,137,CHACLACAYO ,4
1463,137,CHORRILLOS ,4
1464,137,CIENEGUILLA ,4
1465,137,COMAS ,4
1466,137,EL AGUSTINO ,4
1467,137,INDEPENDENCIA ,4
1468,137,JESÚS MARÍA ,4
1469,137,LA MOLINA ,4
1470,137,LA VICTORIA ,4
1471,137,LIMA ,4
1472,137,LINCE ,4
1473,137,LOS OLIVOS ,4
1474,137,LURIGANCHO ,4
1475,137,LURÍN ,4
1476,137,MAGDALENA DEL MAR ,4
1477,137,MIRAFLORES ,4
1478,137,PACHACÁMAC ,4
1479,137,PUCUSANA ,4
1480,137,PUEBLO LIBRE ,4
1481,137,PUENTE PIEDRA ,4
1482,137,PUNTA HERMOSA ,4
1483,137,PUNTA NEGRA ,4
1484,137,RÍMAC ,4
1485,137,SAN BARTOLO ,4
1486,137,SAN BORJA ,4
1487,137,SAN ISIDRO ,4
1488,137,SAN  JUAN DE LURIGANCHO ,4
1489,137,SAN  JUAN DE MIRAFLORES ,4
1490,137,SAN LUIS ,4
1491,137,SAN  MARTIN DE PORRES ,4
1492,137,SAN MIGUEL ,4
1493,137,SANTA ANITA ,4
1494,137,SANTA MARÍA DEL MAR ,4
1495,137,SANTA ROSA ,4
1496,137,SANTIAGO DE SURCO ,4
1497,137,SURQUILLO ,4
1498,137,VILLA EL SALVADOR ,4
1499,137,VILLA  MARÍA  DEL TRIUNFO ,4
1500,138,RAMÓN CASTILLA ,1
1501,138,PEBAS ,1
1502,138,SAN PABLO ,1
1503,138,YAVARI ,1
1504,139,ALTO NANAY ,1
1505,139,BELÉN ,1
1506,139,FERNANDO LORES ,1
1507,139,INDIANA ,1
1508,139,IQUITOS ,1
1509,139,LAS AMAZONAS ,1
1510,139,MAZAN ,1
1511,139,NAPO ,1
1512,139,PUNCHANA ,1
1513,139,SAN JUAN BAUTISTA ,1
1514,139,TORRES CAUSANA ,1
1515,140,SAQUENA ,1
1516,140,REQUENA ,2
1517,140,CAPELO ,2
1518,140,SOPLIN ,2
1519,140,TAPICHE ,2
1520,140,JENARO HERRERA ,2
1521,140,YAQUERANA ,2
1522,140,ALTO TAPICHE ,2
1523,140,EMILIO SAN MARTÍN ,2
1524,140,MAQUIA ,2
1525,140,PUINAHUA ,2
1526,141,NAUTA ,2
1527,141,PARINARI ,2
1528,141,TIGRE ,2
1529,141,TROMPETEROS ,2
1530,141,URARINAS ,2
1531,142,LAGUNAS ,2
1532,142,YURIMAGUAS ,3
1533,142,BALSAPUERTO ,3
1534,142,JEBEROS ,3
1535,142,SANTA CRUZ ,3
1536,142,TENIENTE CÉSAR LÓPEZ ROJAS ,3
1537,143,TENIENTE  MANUEL ,1
1538,143,CLAVERO ,1
1539,143,ROSA PANDURO ,1
1540,143,PUTUMAYO ,1
1541,143,YAGUAS ,1
1542,144,CONTAMANA ,2
1543,144,INAHUAYA ,2
1544,144,PADRE MÁRQUEZ ,2
1545,144,PAMPA HERMOSA ,2
1546,144,SARAYACU ,2
1547,144,VARGAS GUERRA ,2
1548,145,MANSERICHE ,2
1549,145,MORONA ,2
1550,145,PASTAZA ,2
1551,145,ANDOAS ,2
1552,145,BARRANCA ,3
1553,145,CAHUAPANAS ,3
1554,146,INAMBARI ,1
1555,146,LABERINTO ,1
1556,146,LAS PIEDRAS ,1
1557,146,TAMBOPATA ,1
1558,147,IBERIA ,1
1559,147,IÑAPARI ,1
1560,147,TAHUAMANU ,1
1561,148,FITZCARRALD ,2
1562,148,HUEPETUHE ,2
1563,148,MADRE DE DIOS ,2
1564,148,MANU ,2
1565,149,CHOJATA ,3
1566,149,COALAQUE ,3
1567,149,ICHUÑA ,3
1568,149,LLOQUE ,3
1569,149,MATALAQUE ,3
1570,149,OMATE ,3
1571,149,PUQUINA ,3
1572,149,QUINISTAQUILLAS ,3
1573,149,UBINAS ,3
1574,149,YUNGA ,3
1575,149,LA CAPILLA ,4
1576,150,CARUMAS ,3
1577,150,CUCHUMBAYA ,3
1578,150,SAMEGUA ,3
1579,150,SAN CRISTÓBAL ,3
1580,150,TORATA ,3
1581,150,MOQUEGUA ,4
1582,150,SAN ANTONIO ,4
1583,151,EL ALGARROBAL ,4
1584,151,PACOCHA ,4
1585,151,ILO ,4
1586,152,OXAPAMPA ,2
1587,152,CHONTABAMBA ,2
1588,152,HUANCABAMBA ,2
1589,152,PALCAZU ,2
1590,152,POZUZO ,2
1591,152,PUERTO BERMÚDEZ ,2
1592,152,VILLA RICA ,2
1593,152,CONSTITUCIÓN ,2
1594,153,HUACHÓN ,2
1595,153,HUARIACA ,2
1596,153,NINACACA ,2
1597,153,PALLANCHACRA ,2
1598,153,PAUCARTAMBO ,2
1599,153,SAN  FRANCISCO  DE ,2
1600,153,ASÍS DE YARUSYACÁN ,2
1601,153,TICLACAYAN ,2
1602,153,YANACANCHA ,2
1603,153,CHAUPIMARCA ,3
1604,153,HUAYLLAY ,3
1605,153,SIMÓN BOLÍVAR ,3
1606,153,TINYAHUARCO ,3
1607,153,VICCO ,3
1608,154,YANAHUANCA ,3
1609,154,CHACAYAN ,3
1610,154,GOYLLARISQUIZGA ,3
1611,154,PAUCAR ,3
1612,154,SAN PEDRO DE PILLAO ,3
1613,154,SANTA ANA DE TUSI ,3
1614,154,TAPUC ,3
1615,154,VILCABAMBA ,3
1616,155,CANCHAQUE ,3
1617,155,EL  CARMEN  DE LA FRONTERA ,3
1618,155,HUANCABAMBA ,3
1619,155,HUARMACA ,3
1620,155,LALAQUIZ ,3
1621,155,SAN  MIGUEL DE EL FAIQUE ,3
1622,155,SONDOR ,3
1623,155,SONDORILLO ,3
1624,156,AYABACA ,3
1625,156,JILILI ,3
1626,156,LAGUNAS ,3
1627,156,MONTERO ,3
1628,156,PACAIPAMPA ,3
1629,156,SICCHEZ ,3
1630,156,FRÍAS ,4
1631,156,PAIMAS ,4
1632,156,SAPILLICA ,4
1633,156,SUYO ,4
1634,157,BUENOS AIRES ,3
1635,157,CHALACO ,3
1636,157,SALITRAL ,3
1637,157,SAN JUAN DE BIGOTE ,3
1638,157,SANTA  CATALINA MOSSA DE YAMANGO ,3
1639,157,CHULUCANAS ,4
1640,157,LA MATANZA ,4
1641,157,MORROPÓN ,4
1642,157,SANTO DOMINGO ,4
1643,158,CASTILLA ,4
1644,158,CATACAOS ,4
1645,158,CURA MORI ,4
1646,158,EL TALLÁN ,4
1647,158,LA ARENA ,4
1648,158,LA UNIÓN ,4
1649,158,LAS LOMAS ,4
1650,158,PIURA ,4
1651,158,TAMBO GRANDE ,4
1652,158,VEINTISÉIS DE OCTUBRE ,4
1653,159,AMOTAPE ,4
1654,159,ARENAL ,4
1655,159,COLAN ,4
1656,159,LA HUACA ,4
1657,159,PAITA ,4
1658,159,TAMARINDO ,4
1659,159,VICHAYAL ,4
1660,160,BELLAVISTA  DE UNIÓN LA BERNAL ,4
1661,160,CRISTO NOS VALGA ,4
1662,160,RINCONADA LLICUAR ,4
1663,160,SECHURA ,4
1664,160,VICE ,4
1665,161,BELLAVISTA ,4
1666,161,IGNACIO ESCUDERO ,4
1667,161,LANCONES ,4
1668,161,MARCAVELICA ,4
1669,161,MIGUEL CHECA ,4
1670,161,QUERECOTILLO ,4
1671,161,SALITRAL ,4
1672,161,SULLANA ,4
1673,162,EL ALTO ,4
1674,162,LA BREA ,4
1675,162,LOBITOS ,4
1676,162,LOS ÓRGANOS ,4
1677,162,MÁNCORA ,4
1678,162,PARIÑAS ,4
1679,163,ALTO INAMBARI ,1
1680,163,SAN JUAN DEL ORO ,1
1681,163,YANAHUAYA ,1
1682,163,CUYOCUYO ,2
1683,163,LIMBANI ,2
1684,163,PATAMBUCO ,2
1685,163,PHARA ,2
1686,163,QUIACA ,2
1687,163,SAN PEDRO DE PUTINA PUNCO ,2
1688,163,SANDIA ,2
1689,164,ANANEA ,2
1690,164,QUILCAPUNCU ,2
1691,164,SINA ,2
1692,164,PEDRO VILCA APAZA ,2
1693,164,PUTINA ,2
1694,165,AYAPATA ,2
1695,165,COASA ,2
1696,165,CRUCERO ,2
1697,165,ITUATA ,2
1698,165,SAN GABÁN ,2
1699,165,USICAYOS ,2
1700,165,AJOYANI ,2
1701,165,CORANI ,2
1702,165,MACUSANI ,2
1703,165,OLLACHEA ,2
1704,166,COJATA ,2
1705,166,HUANCANÉ ,2
1706,166,HUATASANI ,2
1707,166,INCHUPALLA ,2
1708,166,PUSI ,2
1709,166,ROSASPATA ,2
1710,166,TARACO ,2
1711,166,VILQUE CHICO ,2
1712,167,HUAYRAPATA ,2
1713,167,MOHO ,2
1714,167,CONIMA ,2
1715,167,TILALI ,2
1716,168,COATA ,2
1717,168,CAPACHICA ,2
1718,168,AMANTANI ,2
1719,168,ACORA ,3
1720,168,ATUNCOLLA ,3
